ET_dice,ET_hd95,TC_dice,TC_hd95,WT_dice,WT_hd95,case,fold,gt_ET_vox,gt_TC_vox,gt_WT_vox,mean_dice,mean_hd95,pred_ET_vox,pred_TC_vox,pred_WT_vox,trainer
0.8929044436663672,1.4142135623730951,0.95685619140073,1.0,0.9596664246888224,1.0,BraTS20_Training_201.nii.gz,3,36248,42239,175302,0.9364756865853066,1.1380711874576983,29441,39140,163572,nnUNetTrainerUMambaEnc_150epochs
0.6983313384496234,2.449489742783178,0.8678589658934985,7.0710678118654755,0.9383019225106222,5.744562646538029,BraTS20_Training_212.nii.gz,3,27851,100041,184720,0.8348307422845813,5.088373400395561,43164,113496,195616,nnUNetTrainerUMambaEnc_150epochs
0.8829834091910146,2.0,0.8890370511477284,4.242640687119285,0.9224804184339952,9.848857801796104,BraTS20_Training_213.nii.gz,3,15114,19273,57168,0.8981669595909128,5.363832829638463,18941,22723,58119,nnUNetTrainerUMambaEnc_150epochs
0.8955798084516168,1.0,0.9327694830413394,2.23606797749979,0.9224363333029575,2.0,BraTS20_Training_215.nii.gz,3,25944,36002,66672,0.9169285415986379,1.74535599249993,23443,33520,75985,nnUNetTrainerUMambaEnc_150epochs
0.9326083374526281,1.0,0.9311764461263359,1.4142135623730951,0.8509584320482446,47.808471792296956,BraTS20_Training_217.nii.gz,3,8813,11879,21984,0.9049144052090695,16.74089511822335,9394,12168,24446,nnUNetTrainerUMambaEnc_150epochs
0.8672005387520862,1.4142135623730951,0.9383493574928353,2.23606797749979,0.9572731594005327,2.0,BraTS20_Training_218.nii.gz,3,61113,82517,111312,0.9209410185484848,1.8834271799576283,75499,90555,111686,nnUNetTrainerUMambaEnc_150epochs
0.8612680286944625,3.1622776601683795,0.9458890771824506,2.23606797749979,0.9688707527512981,1.4142135623730951,BraTS20_Training_225.nii.gz,3,111250,120221,206134,0.9253426195427371,2.2708530666804214,86837,109326,209488,nnUNetTrainerUMambaEnc_150epochs
0.9371269399124552,1.0,0.9296282930350054,1.0,0.9504550050556118,1.0,BraTS20_Training_233.nii.gz,3,2642,2702,16748,0.9390700793343575,1.0,2384,2840,16878,nnUNetTrainerUMambaEnc_150epochs
0.7793068809643395,14.26357935251478,0.9074853024377044,4.242640687119285,0.9317609744576036,2.23606797749979,BraTS20_Training_234.nii.gz,3,11994,109824,157749,0.8728510526198825,6.914096005711285,7916,93441,138621,nnUNetTrainerUMambaEnc_150epochs
0.8799913837206171,1.4142135623730951,0.9201223976421559,2.0,0.9579939500079605,3.0,BraTS20_Training_237.nii.gz,3,16998,26485,162397,0.9193692437902445,2.1380711874576983,20141,26784,151653,nnUNetTrainerUMambaEnc_150epochs
