case,WT,TC,ET
BraTS20_Training_002.nii.gz,4.123105625617661,1.0,1.0
BraTS20_Training_008.nii.gz,6.782329983125268,2.23606797749979,2.449489742783178
BraTS20_Training_010.nii.gz,3.605551275463989,1.4142135623730951,2.0
BraTS20_Training_016.nii.gz,4.0,4.69041575982343,3.3166247903554
BraTS20_Training_018.nii.gz,3.7416573867739413,11.180339887498949,10.246950765959598
BraTS20_Training_026.nii.gz,2.8284271247461903,3.7416573867739413,3.605551275463989
BraTS20_Training_027.nii.gz,10.356136535944767,2.23606797749979,1.0
BraTS20_Training_038.nii.gz,2.23606797749979,3.0,1.0
BraTS20_Training_040.nii.gz,1.4142135623730951,1.4142135623730951,1.0
BraTS20_Training_045.nii.gz,1.4142135623730951,1.4142135623730951,1.0
BraTS20_Training_050.nii.gz,1.4142135623730951,1.0,1.0
BraTS20_Training_057.nii.gz,2.23606797749979,1.4142135623730951,1.0
BraTS20_Training_061.nii.gz,4.242640687119285,1.4142135623730951,1.0
BraTS20_Training_067.nii.gz,1.4142135623730951,1.0,1.4142135623730951
BraTS20_Training_071.nii.gz,7.874007874011811,11.445523142259598,2.449489742783178
BraTS20_Training_090.nii.gz,1.4142135623730951,1.0,1.0
BraTS20_Training_093.nii.gz,1.0,1.4142135623730951,1.0
BraTS20_Training_094.nii.gz,1.4142135623730951,1.0,1.0
BraTS20_Training_096.nii.gz,1.0,1.4142135623730951,1.0
BraTS20_Training_105.nii.gz,2.449489742783178,1.0,1.0
BraTS20_Training_118.nii.gz,1.0,1.0,1.0
BraTS20_Training_123.nii.gz,5.0990195135927845,7.3484692283495345,1.4142135623730951
BraTS20_Training_124.nii.gz,1.0,1.0,1.0
BraTS20_Training_128.nii.gz,4.123105625617661,6.324555320336759,6.708203932499369
BraTS20_Training_141.nii.gz,2.449489742783178,3.0,4.358898943540674
BraTS20_Training_146.nii.gz,2.23606797749979,1.0,1.4142135623730951
BraTS20_Training_148.nii.gz,3.0,7.615773105863909,2.8284271247461903
BraTS20_Training_151.nii.gz,1.0,1.0,1.0
BraTS20_Training_152.nii.gz,1.0,1.0,1.0
BraTS20_Training_157.nii.gz,1.4142135623730951,1.0,1.0
BraTS20_Training_160.nii.gz,10.770329614269007,3.7416573867739413,2.0
BraTS20_Training_163.nii.gz,1.0,2.23606797749979,2.0
BraTS20_Training_180.nii.gz,35.63705936241092,1.4142135623730951,1.4142135623730951
BraTS20_Training_182.nii.gz,2.23606797749979,1.0,1.0
BraTS20_Training_188.nii.gz,7.14142842854285,1.4142135623730951,1.0
BraTS20_Training_189.nii.gz,2.23606797749979,1.0,1.0
BraTS20_Training_196.nii.gz,1.4142135623730951,1.4142135623730951,1.0
BraTS20_Training_199.nii.gz,1.4142135623730951,2.23606797749979,2.0
BraTS20_Training_206.nii.gz,6.0,1.0,1.0
BraTS20_Training_221.nii.gz,1.4142135623730951,1.7320508075688772,1.4142135623730951
BraTS20_Training_222.nii.gz,1.4142135623730951,3.1622776601683795,1.0
BraTS20_Training_231.nii.gz,1.0,2.0,2.23606797749979
BraTS20_Training_235.nii.gz,2.0,2.0,1.0
BraTS20_Training_239.nii.gz,10.0,5.477225575051661,4.58257569495584
BraTS20_Training_247.nii.gz,5.0,1.4142135623730951,1.0
BraTS20_Training_250.nii.gz,5.0,4.242640687119285,1.4142135623730951
BraTS20_Training_257.nii.gz,1.4142135623730951,19.1049731745428,1.7320508075688772
BraTS20_Training_263.nii.gz,3.0,17.72004514666935,inf
BraTS20_Training_270.nii.gz,1.0,1.0,1.0
BraTS20_Training_271.nii.gz,2.0,2.0,2.449489742783178
BraTS20_Training_273.nii.gz,26.92582403567252,4.242640687119285,20.024984394500787
BraTS20_Training_275.nii.gz,5.830951894845301,inf,nan
BraTS20_Training_276.nii.gz,2.8284271247461903,1.0,1.4142135623730951
BraTS20_Training_285.nii.gz,2.0,2.23606797749979,3.1622776601683795
BraTS20_Training_293.nii.gz,5.385164807134504,14.142135623730951,2.449489742783178
BraTS20_Training_300.nii.gz,2.449489742783178,11.049878566109411,1.0
BraTS20_Training_301.nii.gz,5.830951894845301,10.488088481701515,6.324555320336759
BraTS20_Training_307.nii.gz,5.385164807134504,4.242640687119285,20.672846398128122
BraTS20_Training_312.nii.gz,3.4641016151377544,16.881943016134134,inf
BraTS20_Training_317.nii.gz,1.4142135623730951,2.449489742783178,1.4142135623730951
BraTS20_Training_320.nii.gz,12.36931687685298,2.23606797749979,1.7320508075688772
BraTS20_Training_321.nii.gz,1.4142135623730951,5.0990195135927845,nan
BraTS20_Training_322.nii.gz,2.23606797749979,2.0,19.12528316633118
BraTS20_Training_326.nii.gz,5.385164807134504,16.673332000533065,8.54400374531753
BraTS20_Training_334.nii.gz,1.0,2.23606797749979,2.23606797749979
BraTS20_Training_346.nii.gz,1.0,1.0,1.0
BraTS20_Training_347.nii.gz,1.0,1.0,1.0
BraTS20_Training_350.nii.gz,1.0,1.0,1.0
BraTS20_Training_351.nii.gz,1.0,1.0,1.0
BraTS20_Training_354.nii.gz,1.4142135623730951,1.0,1.0
BraTS20_Training_356.nii.gz,4.898979485566356,1.7320508075688772,1.4142135623730951
BraTS20_Training_361.nii.gz,4.0,27.80287754891569,17.774936780931426
BraTS20_Training_362.nii.gz,1.4142135623730951,1.4142135623730951,1.0
BraTS20_Training_364.nii.gz,1.4142135623730951,1.4142135623730951,1.0
