case,WT,TC,ET
BraTS20_Training_002.nii.gz,3.7416573867739413,1.0,1.0
BraTS20_Training_008.nii.gz,6.928203230275509,2.0,1.0
BraTS20_Training_010.nii.gz,3.7416573867739413,2.0,2.0
BraTS20_Training_016.nii.gz,3.605551275463989,4.358898943540674,4.123105625617661
BraTS20_Training_018.nii.gz,3.7416573867739413,13.341664064126334,13.152946437965905
BraTS20_Training_026.nii.gz,2.8284271247461903,3.3166247903554,4.0
BraTS20_Training_027.nii.gz,10.862780491200215,2.23606797749979,1.0
BraTS20_Training_038.nii.gz,2.449489742783178,3.0,1.0
BraTS20_Training_040.nii.gz,1.7320508075688772,1.4142135623730951,1.0
BraTS20_Training_045.nii.gz,1.4142135623730951,1.0,1.0
BraTS20_Training_050.nii.gz,1.7320508075688772,1.0,1.0
BraTS20_Training_057.nii.gz,2.23606797749979,1.4142135623730951,1.0
BraTS20_Training_061.nii.gz,13.30413469565007,1.4142135623730951,1.4142135623730951
BraTS20_Training_067.nii.gz,1.4142135623730951,1.0,1.4142135623730951
BraTS20_Training_071.nii.gz,9.0,12.409673645990857,7.483314773547883
BraTS20_Training_090.nii.gz,2.449489742783178,1.0,1.0
BraTS20_Training_093.nii.gz,1.0,1.4142135623730951,1.0
BraTS20_Training_094.nii.gz,41.012193308819754,1.0,1.0
BraTS20_Training_096.nii.gz,1.0,1.4142135623730951,1.0
BraTS20_Training_105.nii.gz,1.0,1.0,1.0
BraTS20_Training_118.nii.gz,1.4142135623730951,1.0,1.0
BraTS20_Training_123.nii.gz,4.123105625617661,7.0710678118654755,1.0
BraTS20_Training_124.nii.gz,1.0,1.0,1.0
BraTS20_Training_128.nii.gz,4.123105625617661,6.324555320336759,7.046194077712549
BraTS20_Training_141.nii.gz,2.0,3.4641016151377544,6.4031242374328485
BraTS20_Training_146.nii.gz,2.449489742783178,1.4142135623730951,1.0
BraTS20_Training_148.nii.gz,4.0,5.744562646538029,6.0
BraTS20_Training_151.nii.gz,1.0,1.0,1.0
BraTS20_Training_152.nii.gz,1.0,1.0,1.0
BraTS20_Training_157.nii.gz,1.4142135623730951,1.0,1.0
BraTS20_Training_160.nii.gz,11.224972160321824,3.7416573867739413,2.0
BraTS20_Training_163.nii.gz,1.0,2.23606797749979,2.0
BraTS20_Training_180.nii.gz,2.23606797749979,1.7320508075688772,1.4142135623730951
BraTS20_Training_182.nii.gz,2.23606797749979,1.0,1.0
BraTS20_Training_188.nii.gz,10.04987562112089,1.4142135623730951,1.0
BraTS20_Training_189.nii.gz,2.0,1.0,1.0
BraTS20_Training_196.nii.gz,1.4142135623730951,1.4142135623730951,1.0
BraTS20_Training_199.nii.gz,1.4142135623730951,2.23606797749979,2.0
BraTS20_Training_206.nii.gz,5.916079783099616,1.0,1.0
BraTS20_Training_221.nii.gz,1.4142135623730951,1.7320508075688772,1.4142135623730951
BraTS20_Training_222.nii.gz,2.23606797749979,3.1622776601683795,1.0
BraTS20_Training_231.nii.gz,1.0,1.7320508075688772,2.23606797749979
BraTS20_Training_235.nii.gz,2.0,1.7320508075688772,1.0
BraTS20_Training_239.nii.gz,6.082762530298219,4.898979485566356,2.23606797749979
BraTS20_Training_247.nii.gz,3.7416573867739413,2.0,1.0
BraTS20_Training_250.nii.gz,5.0990195135927845,2.23606797749979,1.4142135623730951
BraTS20_Training_257.nii.gz,1.4142135623730951,1.0,1.4142135623730951
BraTS20_Training_263.nii.gz,3.3166247903554,14.75295694108138,inf
BraTS20_Training_270.nii.gz,1.0,1.0,1.0
BraTS20_Training_271.nii.gz,1.4142135623730951,1.4142135623730951,3.0
BraTS20_Training_273.nii.gz,16.638806589404414,3.4641016151377544,14.484434995414132
BraTS20_Training_275.nii.gz,62.07092708842947,69.58448102845921,nan
BraTS20_Training_276.nii.gz,5.0990195135927845,1.0,1.4142135623730951
BraTS20_Training_285.nii.gz,2.449489742783178,3.0,2.8284271247461903
BraTS20_Training_293.nii.gz,5.385164807134504,13.19090595827292,2.23606797749979
BraTS20_Training_300.nii.gz,2.8284271247461903,8.602325267042627,1.0
BraTS20_Training_301.nii.gz,6.4031242374328485,12.449899597988733,5.620928514604106
BraTS20_Training_307.nii.gz,5.0990195135927845,4.123105625617661,19.829672612389487
BraTS20_Training_312.nii.gz,5.196152422706632,14.45683229480096,inf
BraTS20_Training_317.nii.gz,1.4142135623730951,3.0,1.4142135623730951
BraTS20_Training_320.nii.gz,17.72004514666935,2.0,1.4142135623730951
BraTS20_Training_321.nii.gz,1.4142135623730951,5.0990195135927845,nan
BraTS20_Training_322.nii.gz,2.23606797749979,1.7320508075688772,30.3430310666631
BraTS20_Training_326.nii.gz,5.0,13.490737563232042,10.862780491200215
BraTS20_Training_334.nii.gz,1.0,2.449489742783178,2.8284271247461903
BraTS20_Training_346.nii.gz,1.0,1.0,1.0
BraTS20_Training_347.nii.gz,1.0,1.0,1.0
BraTS20_Training_350.nii.gz,1.0,1.0,1.0
BraTS20_Training_351.nii.gz,1.0,1.0,1.0
BraTS20_Training_354.nii.gz,1.4142135623730951,1.4142135623730951,1.0
BraTS20_Training_356.nii.gz,3.605551275463989,1.4142135623730951,1.0
BraTS20_Training_361.nii.gz,3.605551275463989,27.459060435491963,29.02755658709664
BraTS20_Training_362.nii.gz,1.4142135623730951,1.4142135623730951,1.0
BraTS20_Training_364.nii.gz,1.4142135623730951,2.0,1.4142135623730951
