model,fold,case,region,gt_voxels,pred_voxels,mask_status,hd95_status,hd95_mm
SegMamba_150epochs,1,BraTS20_Training_048.nii.gz,TC,3461,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,1,BraTS20_Training_048.nii.gz,ET,2041,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,1,BraTS20_Training_054.nii.gz,WT,80574,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,1,BraTS20_Training_054.nii.gz,TC,37646,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,1,BraTS20_Training_054.nii.gz,ET,30995,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_055.nii.gz,WT,118394,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,1,BraTS20_Training_055.nii.gz,TC,15167,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_055.nii.gz,ET,8577,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_058.nii.gz,WT,91646,,both_nonempty,finite,12.083045973594572
SegMamba_150epochs,1,BraTS20_Training_058.nii.gz,TC,17190,,both_nonempty,finite,4.123105625617661
SegMamba_150epochs,1,BraTS20_Training_058.nii.gz,ET,6708,,both_nonempty,finite,5.309559853363424
SegMamba_150epochs,1,BraTS20_Training_068.nii.gz,WT,63159,,both_nonempty,finite,1.7320508075688772
SegMamba_150epochs,1,BraTS20_Training_068.nii.gz,TC,34016,,both_nonempty,finite,3.0
SegMamba_150epochs,1,BraTS20_Training_068.nii.gz,ET,14186,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_072.nii.gz,WT,89189,,both_nonempty,finite,6.708203932499369
SegMamba_150epochs,1,BraTS20_Training_072.nii.gz,TC,48415,,both_nonempty,finite,2.8284271247461903
SegMamba_150epochs,1,BraTS20_Training_072.nii.gz,ET,37598,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,1,BraTS20_Training_076.nii.gz,WT,42204,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,1,BraTS20_Training_076.nii.gz,TC,19027,,both_nonempty,finite,2.449489742783178
SegMamba_150epochs,1,BraTS20_Training_076.nii.gz,ET,10595,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,1,BraTS20_Training_091.nii.gz,WT,149594,,both_nonempty,finite,3.7416573867739413
SegMamba_150epochs,1,BraTS20_Training_091.nii.gz,TC,29588,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_091.nii.gz,ET,24476,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_102.nii.gz,WT,24143,,both_nonempty,finite,2.0
SegMamba_150epochs,1,BraTS20_Training_102.nii.gz,TC,14795,,both_nonempty,finite,2.0
SegMamba_150epochs,1,BraTS20_Training_102.nii.gz,ET,7433,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_115.nii.gz,WT,90608,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_115.nii.gz,TC,19732,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_115.nii.gz,ET,14162,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_121.nii.gz,WT,145124,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_121.nii.gz,TC,32695,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_121.nii.gz,ET,17168,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_129.nii.gz,WT,59335,,both_nonempty,finite,2.8284271247461903
SegMamba_150epochs,1,BraTS20_Training_129.nii.gz,TC,8538,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,1,BraTS20_Training_129.nii.gz,ET,7133,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,1,BraTS20_Training_133.nii.gz,WT,120674,,both_nonempty,finite,3.0
SegMamba_150epochs,1,BraTS20_Training_133.nii.gz,TC,75471,,both_nonempty,finite,22.58317958127243
SegMamba_150epochs,1,BraTS20_Training_133.nii.gz,ET,17816,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,1,BraTS20_Training_135.nii.gz,WT,217380,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,1,BraTS20_Training_135.nii.gz,TC,107445,,both_nonempty,finite,7.211102550927978
SegMamba_150epochs,1,BraTS20_Training_135.nii.gz,ET,43379,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,1,BraTS20_Training_136.nii.gz,WT,61085,,both_nonempty,finite,3.1622776601683795
SegMamba_150epochs,1,BraTS20_Training_136.nii.gz,TC,26191,,both_nonempty,finite,3.7416573867739413
SegMamba_150epochs,1,BraTS20_Training_136.nii.gz,ET,21677,,both_nonempty,finite,3.7416573867739413
SegMamba_150epochs,1,BraTS20_Training_142.nii.gz,WT,12969,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,1,BraTS20_Training_142.nii.gz,TC,4988,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_142.nii.gz,ET,4678,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_149.nii.gz,WT,256875,,both_nonempty,finite,3.0
SegMamba_150epochs,1,BraTS20_Training_149.nii.gz,TC,115940,,both_nonempty,finite,4.242640687119285
SegMamba_150epochs,1,BraTS20_Training_149.nii.gz,ET,67135,,both_nonempty,finite,1.7320508075688772
SegMamba_150epochs,1,BraTS20_Training_153.nii.gz,WT,127217,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_153.nii.gz,TC,13494,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_153.nii.gz,ET,12637,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_158.nii.gz,WT,38314,,both_nonempty,finite,7.0710678118654755
SegMamba_150epochs,1,BraTS20_Training_158.nii.gz,TC,2046,,both_nonempty,finite,7.874007874011811
SegMamba_150epochs,1,BraTS20_Training_158.nii.gz,ET,1662,,both_nonempty,finite,3.0
SegMamba_150epochs,1,BraTS20_Training_159.nii.gz,WT,24434,,both_nonempty,finite,5.074264635194588
SegMamba_150epochs,1,BraTS20_Training_159.nii.gz,TC,8711,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,1,BraTS20_Training_159.nii.gz,ET,4362,,both_nonempty,finite,1.7320508075688772
SegMamba_150epochs,1,BraTS20_Training_161.nii.gz,WT,53787,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,1,BraTS20_Training_161.nii.gz,TC,19701,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_161.nii.gz,ET,12114,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_166.nii.gz,WT,222999,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,1,BraTS20_Training_166.nii.gz,TC,62318,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_166.nii.gz,ET,50410,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_169.nii.gz,WT,55781,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,1,BraTS20_Training_169.nii.gz,TC,36146,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_169.nii.gz,ET,26241,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_178.nii.gz,WT,92661,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_178.nii.gz,TC,59531,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_178.nii.gz,ET,46904,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_181.nii.gz,WT,66816,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_181.nii.gz,TC,18677,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_181.nii.gz,ET,17941,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_191.nii.gz,WT,150805,,both_nonempty,finite,2.449489742783178
SegMamba_150epochs,1,BraTS20_Training_191.nii.gz,TC,103704,,both_nonempty,finite,3.0
SegMamba_150epochs,1,BraTS20_Training_191.nii.gz,ET,87753,,both_nonempty,finite,2.0
SegMamba_150epochs,1,BraTS20_Training_198.nii.gz,WT,107194,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,1,BraTS20_Training_198.nii.gz,TC,55342,,both_nonempty,finite,3.605551275463989
SegMamba_150epochs,1,BraTS20_Training_198.nii.gz,ET,30381,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,1,BraTS20_Training_214.nii.gz,WT,110210,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_214.nii.gz,TC,33808,,both_nonempty,finite,2.8284271247461903
SegMamba_150epochs,1,BraTS20_Training_214.nii.gz,ET,29059,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,1,BraTS20_Training_229.nii.gz,WT,74986,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_229.nii.gz,TC,35839,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_229.nii.gz,ET,29516,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_238.nii.gz,WT,176056,,both_nonempty,finite,7.810249675906654
SegMamba_150epochs,1,BraTS20_Training_238.nii.gz,TC,115839,,both_nonempty,finite,2.0
SegMamba_150epochs,1,BraTS20_Training_238.nii.gz,ET,39005,,both_nonempty,finite,8.48528137423857
SegMamba_150epochs,1,BraTS20_Training_241.nii.gz,WT,227126,,both_nonempty,finite,2.0
SegMamba_150epochs,1,BraTS20_Training_241.nii.gz,TC,71071,,both_nonempty,finite,2.0
SegMamba_150epochs,1,BraTS20_Training_241.nii.gz,ET,48062,,both_nonempty,finite,2.0
SegMamba_150epochs,1,BraTS20_Training_254.nii.gz,WT,156606,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_254.nii.gz,TC,67643,,both_nonempty,finite,2.0
SegMamba_150epochs,1,BraTS20_Training_254.nii.gz,ET,58556,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_255.nii.gz,WT,163612,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,1,BraTS20_Training_255.nii.gz,TC,106214,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,1,BraTS20_Training_255.nii.gz,ET,79560,,both_nonempty,finite,2.0
SegMamba_150epochs,1,BraTS20_Training_256.nii.gz,WT,172673,,both_nonempty,finite,3.0
SegMamba_150epochs,1,BraTS20_Training_256.nii.gz,TC,126716,,both_nonempty,finite,4.123105625617661
SegMamba_150epochs,1,BraTS20_Training_256.nii.gz,ET,77776,,both_nonempty,finite,4.58257569495584
SegMamba_150epochs,1,BraTS20_Training_261.nii.gz,WT,248267,,both_nonempty,finite,2.449489742783178
SegMamba_150epochs,1,BraTS20_Training_261.nii.gz,TC,100648,,both_nonempty,finite,7.3484692283495345
SegMamba_150epochs,1,BraTS20_Training_261.nii.gz,ET,9546,,both_nonempty,finite,28.30194339616981
SegMamba_150epochs,1,BraTS20_Training_267.nii.gz,WT,79625,,both_nonempty,finite,3.4641016151377544
SegMamba_150epochs,1,BraTS20_Training_267.nii.gz,TC,55297,,both_nonempty,finite,13.0
SegMamba_150epochs,1,BraTS20_Training_267.nii.gz,ET,5256,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,1,BraTS20_Training_269.nii.gz,WT,35439,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,1,BraTS20_Training_269.nii.gz,TC,20173,,both_nonempty,finite,4.200803415593673
SegMamba_150epochs,1,BraTS20_Training_269.nii.gz,ET,0,,gt_empty_pred_nonempty,inf,
SegMamba_150epochs,1,BraTS20_Training_272.nii.gz,WT,195433,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,1,BraTS20_Training_272.nii.gz,TC,77985,,both_nonempty,finite,6.4031242374328485
SegMamba_150epochs,1,BraTS20_Training_272.nii.gz,ET,0,,both_empty,nan,
SegMamba_150epochs,1,BraTS20_Training_277.nii.gz,WT,30073,,both_nonempty,finite,20.904544960366874
SegMamba_150epochs,1,BraTS20_Training_277.nii.gz,TC,2904,,both_nonempty,finite,61.71101998583401
SegMamba_150epochs,1,BraTS20_Training_277.nii.gz,ET,1463,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_281.nii.gz,WT,143067,,both_nonempty,finite,3.0
SegMamba_150epochs,1,BraTS20_Training_281.nii.gz,TC,21802,,both_nonempty,finite,21.400934559032695
SegMamba_150epochs,1,BraTS20_Training_281.nii.gz,ET,0,,gt_empty_pred_nonempty,inf,
SegMamba_150epochs,1,BraTS20_Training_283.nii.gz,WT,46436,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,1,BraTS20_Training_283.nii.gz,TC,11428,,both_nonempty,finite,5.830951894845301
SegMamba_150epochs,1,BraTS20_Training_283.nii.gz,ET,11280,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,1,BraTS20_Training_290.nii.gz,WT,220284,,both_nonempty,finite,4.58257569495584
SegMamba_150epochs,1,BraTS20_Training_290.nii.gz,TC,6321,,both_nonempty,finite,7.0710678118654755
SegMamba_150epochs,1,BraTS20_Training_290.nii.gz,ET,4085,,both_nonempty,finite,2.449489742783178
SegMamba_150epochs,1,BraTS20_Training_294.nii.gz,WT,82814,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,1,BraTS20_Training_294.nii.gz,TC,36124,,both_nonempty,finite,6.708203932499369
SegMamba_150epochs,1,BraTS20_Training_294.nii.gz,ET,0,,both_empty,nan,
SegMamba_150epochs,1,BraTS20_Training_296.nii.gz,WT,162105,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,1,BraTS20_Training_296.nii.gz,TC,89334,,both_nonempty,finite,5.385164807134504
SegMamba_150epochs,1,BraTS20_Training_296.nii.gz,ET,17176,,both_nonempty,finite,3.1622776601683795
SegMamba_150epochs,1,BraTS20_Training_304.nii.gz,WT,31170,,both_nonempty,finite,2.8284271247461903
SegMamba_150epochs,1,BraTS20_Training_304.nii.gz,TC,27850,,both_nonempty,finite,3.7416573867739413
SegMamba_150epochs,1,BraTS20_Training_304.nii.gz,ET,0,,gt_empty_pred_nonempty,inf,
SegMamba_150epochs,1,BraTS20_Training_308.nii.gz,WT,202427,,both_nonempty,finite,4.47213595499958
SegMamba_150epochs,1,BraTS20_Training_308.nii.gz,TC,153111,,both_nonempty,finite,10.198039027185569
SegMamba_150epochs,1,BraTS20_Training_308.nii.gz,ET,7070,,both_nonempty,finite,10.099504938362077
SegMamba_150epochs,1,BraTS20_Training_309.nii.gz,WT,157275,,both_nonempty,finite,3.605551275463989
SegMamba_150epochs,1,BraTS20_Training_309.nii.gz,TC,105558,,both_nonempty,finite,7.0
SegMamba_150epochs,1,BraTS20_Training_309.nii.gz,ET,1976,,both_nonempty,finite,38.3542651101619
SegMamba_150epochs,1,BraTS20_Training_311.nii.gz,WT,30323,,both_nonempty,finite,5.0
SegMamba_150epochs,1,BraTS20_Training_311.nii.gz,TC,7580,,both_nonempty,finite,5.385164807134504
SegMamba_150epochs,1,BraTS20_Training_311.nii.gz,ET,540,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_313.nii.gz,WT,171033,,both_nonempty,finite,2.8284271247461903
SegMamba_150epochs,1,BraTS20_Training_313.nii.gz,TC,83612,,both_nonempty,finite,4.242640687119285
SegMamba_150epochs,1,BraTS20_Training_313.nii.gz,ET,957,,both_nonempty,finite,26.918866088625148
SegMamba_150epochs,1,BraTS20_Training_319.nii.gz,WT,116994,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,1,BraTS20_Training_319.nii.gz,TC,83603,,both_nonempty,finite,3.3166247903554
SegMamba_150epochs,1,BraTS20_Training_319.nii.gz,ET,0,,gt_empty_pred_nonempty,inf,
SegMamba_150epochs,1,BraTS20_Training_333.nii.gz,WT,188686,,both_nonempty,finite,1.7320508075688772
SegMamba_150epochs,1,BraTS20_Training_333.nii.gz,TC,177361,,both_nonempty,finite,20.024984394500787
SegMamba_150epochs,1,BraTS20_Training_333.nii.gz,ET,8755,,both_nonempty,finite,12.083045973594572
SegMamba_150epochs,1,BraTS20_Training_336.nii.gz,WT,105016,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_336.nii.gz,TC,67964,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_336.nii.gz,ET,32177,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_338.nii.gz,WT,138460,,both_nonempty,finite,1.7320508075688772
SegMamba_150epochs,1,BraTS20_Training_338.nii.gz,TC,63867,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,1,BraTS20_Training_338.nii.gz,ET,47126,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_339.nii.gz,WT,147383,,both_nonempty,finite,4.242640687119285
SegMamba_150epochs,1,BraTS20_Training_339.nii.gz,TC,64008,,both_nonempty,finite,2.0
SegMamba_150epochs,1,BraTS20_Training_339.nii.gz,ET,38523,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_340.nii.gz,WT,77740,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_340.nii.gz,TC,47325,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,1,BraTS20_Training_340.nii.gz,ET,30930,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_341.nii.gz,WT,12470,,both_nonempty,finite,3.1622776601683795
SegMamba_150epochs,1,BraTS20_Training_341.nii.gz,TC,7624,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_341.nii.gz,ET,7220,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_343.nii.gz,WT,157400,,both_nonempty,finite,3.0
SegMamba_150epochs,1,BraTS20_Training_343.nii.gz,TC,61196,,both_nonempty,finite,2.0
SegMamba_150epochs,1,BraTS20_Training_343.nii.gz,ET,33164,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_345.nii.gz,WT,95788,,both_nonempty,finite,8.306623862918075
SegMamba_150epochs,1,BraTS20_Training_345.nii.gz,TC,6152,,both_nonempty,finite,15.937377450509228
SegMamba_150epochs,1,BraTS20_Training_345.nii.gz,ET,5942,,both_nonempty,finite,5.0990195135927845
SegMamba_150epochs,1,BraTS20_Training_352.nii.gz,WT,51790,,both_nonempty,finite,4.123105625617661
SegMamba_150epochs,1,BraTS20_Training_352.nii.gz,TC,9475,,both_nonempty,finite,8.561500201835017
SegMamba_150epochs,1,BraTS20_Training_352.nii.gz,ET,9110,,both_nonempty,finite,1.7320508075688772
SegMamba_150epochs,1,BraTS20_Training_355.nii.gz,WT,138024,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_355.nii.gz,TC,92541,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_355.nii.gz,ET,60306,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_357.nii.gz,WT,59365,,both_nonempty,finite,3.1622776601683795
SegMamba_150epochs,1,BraTS20_Training_357.nii.gz,TC,24765,,both_nonempty,finite,6.324555320336759
SegMamba_150epochs,1,BraTS20_Training_357.nii.gz,ET,14708,,both_nonempty,finite,4.358898943540674
SegMamba_150epochs,1,BraTS20_Training_359.nii.gz,WT,84845,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_359.nii.gz,TC,51455,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_359.nii.gz,ET,31534,,both_nonempty,finite,1.0
SegMamba_150epochs,1,BraTS20_Training_369.nii.gz,WT,224832,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,1,BraTS20_Training_369.nii.gz,TC,63310,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,1,BraTS20_Training_369.nii.gz,ET,42721,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_002.nii.gz,WT,67008,,both_nonempty,finite,3.4641016151377544
SegMamba_150epochs,2,BraTS20_Training_002.nii.gz,TC,15709,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_002.nii.gz,ET,6549,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_008.nii.gz,WT,33446,,both_nonempty,finite,6.782329983125268
SegMamba_150epochs,2,BraTS20_Training_008.nii.gz,TC,1368,,both_nonempty,finite,16.596679650103614
SegMamba_150epochs,2,BraTS20_Training_008.nii.gz,ET,1211,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_010.nii.gz,WT,44582,,both_nonempty,finite,5.196152422706632
SegMamba_150epochs,2,BraTS20_Training_010.nii.gz,TC,6994,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_010.nii.gz,ET,6473,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_016.nii.gz,WT,127189,,both_nonempty,finite,5.0
SegMamba_150epochs,2,BraTS20_Training_016.nii.gz,TC,41082,,both_nonempty,finite,4.0
SegMamba_150epochs,2,BraTS20_Training_016.nii.gz,ET,13031,,both_nonempty,finite,4.123105625617661
SegMamba_150epochs,2,BraTS20_Training_018.nii.gz,WT,45118,,both_nonempty,finite,4.123105625617661
SegMamba_150epochs,2,BraTS20_Training_018.nii.gz,TC,2036,,both_nonempty,finite,13.892443989449804
SegMamba_150epochs,2,BraTS20_Training_018.nii.gz,ET,1695,,both_nonempty,finite,13.92838827718412
SegMamba_150epochs,2,BraTS20_Training_026.nii.gz,WT,180618,,both_nonempty,finite,3.7416573867739413
SegMamba_150epochs,2,BraTS20_Training_026.nii.gz,TC,34913,,both_nonempty,finite,5.916079783099616
SegMamba_150epochs,2,BraTS20_Training_026.nii.gz,ET,23676,,both_nonempty,finite,4.898979485566356
SegMamba_150epochs,2,BraTS20_Training_027.nii.gz,WT,66648,,both_nonempty,finite,11.661903789690601
SegMamba_150epochs,2,BraTS20_Training_027.nii.gz,TC,25413,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,2,BraTS20_Training_027.nii.gz,ET,16760,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_038.nii.gz,WT,100879,,both_nonempty,finite,3.0
SegMamba_150epochs,2,BraTS20_Training_038.nii.gz,TC,37230,,both_nonempty,finite,2.449489742783178
SegMamba_150epochs,2,BraTS20_Training_038.nii.gz,ET,26254,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_040.nii.gz,WT,171454,,both_nonempty,finite,2.0
SegMamba_150epochs,2,BraTS20_Training_040.nii.gz,TC,48395,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_040.nii.gz,ET,28203,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_045.nii.gz,WT,97205,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_045.nii.gz,TC,56666,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_045.nii.gz,ET,40108,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_050.nii.gz,WT,82780,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_050.nii.gz,TC,68033,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_050.nii.gz,ET,32372,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_057.nii.gz,WT,91132,,both_nonempty,finite,2.8284271247461903
SegMamba_150epochs,2,BraTS20_Training_057.nii.gz,TC,11762,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_057.nii.gz,ET,8613,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_061.nii.gz,WT,20876,,both_nonempty,finite,2.0
SegMamba_150epochs,2,BraTS20_Training_061.nii.gz,TC,13410,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_061.nii.gz,ET,6532,,both_nonempty,finite,2.0
SegMamba_150epochs,2,BraTS20_Training_067.nii.gz,WT,130505,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_067.nii.gz,TC,44565,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_067.nii.gz,ET,30709,,both_nonempty,finite,1.7320508075688772
SegMamba_150epochs,2,BraTS20_Training_071.nii.gz,WT,154279,,both_nonempty,finite,8.602325267042627
SegMamba_150epochs,2,BraTS20_Training_071.nii.gz,TC,19017,,both_nonempty,finite,9.0
SegMamba_150epochs,2,BraTS20_Training_071.nii.gz,ET,13041,,both_nonempty,finite,3.605551275463989
SegMamba_150epochs,2,BraTS20_Training_090.nii.gz,WT,32059,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,2,BraTS20_Training_090.nii.gz,TC,21031,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_090.nii.gz,ET,10964,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_093.nii.gz,WT,98690,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_093.nii.gz,TC,31599,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_093.nii.gz,ET,24337,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_094.nii.gz,WT,21929,,both_nonempty,finite,40.422765862815474
SegMamba_150epochs,2,BraTS20_Training_094.nii.gz,TC,1195,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_094.nii.gz,ET,1035,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_096.nii.gz,WT,65993,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_096.nii.gz,TC,30365,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_096.nii.gz,ET,21102,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_105.nii.gz,WT,24992,,both_nonempty,finite,1.7320508075688772
SegMamba_150epochs,2,BraTS20_Training_105.nii.gz,TC,7917,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_105.nii.gz,ET,5844,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_118.nii.gz,WT,52485,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_118.nii.gz,TC,10261,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_118.nii.gz,ET,8079,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_123.nii.gz,WT,137737,,both_nonempty,finite,3.605551275463989
SegMamba_150epochs,2,BraTS20_Training_123.nii.gz,TC,37258,,both_nonempty,finite,7.0710678118654755
SegMamba_150epochs,2,BraTS20_Training_123.nii.gz,ET,25719,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_124.nii.gz,WT,175363,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_124.nii.gz,TC,80574,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_124.nii.gz,ET,42739,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_128.nii.gz,WT,34459,,both_nonempty,finite,4.47213595499958
SegMamba_150epochs,2,BraTS20_Training_128.nii.gz,TC,1391,,both_nonempty,finite,3.0
SegMamba_150epochs,2,BraTS20_Training_128.nii.gz,ET,1276,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,2,BraTS20_Training_141.nii.gz,WT,21615,,both_nonempty,finite,4.123105625617661
