model,fold,case,region,gt_voxels,pred_voxels,mask_status,hd95_status,hd95_mm
SegMamba_150epochs,2,BraTS20_Training_141.nii.gz,TC,9121,,both_nonempty,finite,5.385164807134504
SegMamba_150epochs,2,BraTS20_Training_141.nii.gz,ET,708,,both_nonempty,finite,5.916079783099616
SegMamba_150epochs,2,BraTS20_Training_146.nii.gz,WT,100886,,both_nonempty,finite,2.449489742783178
SegMamba_150epochs,2,BraTS20_Training_146.nii.gz,TC,33617,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_146.nii.gz,ET,23187,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_148.nii.gz,WT,149347,,both_nonempty,finite,8.48528137423857
SegMamba_150epochs,2,BraTS20_Training_148.nii.gz,TC,36252,,both_nonempty,finite,58.39520528262573
SegMamba_150epochs,2,BraTS20_Training_148.nii.gz,ET,19840,,both_nonempty,finite,60.534286992854696
SegMamba_150epochs,2,BraTS20_Training_151.nii.gz,WT,149466,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_151.nii.gz,TC,63388,,both_nonempty,finite,1.7320508075688772
SegMamba_150epochs,2,BraTS20_Training_151.nii.gz,ET,38103,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_152.nii.gz,WT,187315,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_152.nii.gz,TC,46913,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_152.nii.gz,ET,31036,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_157.nii.gz,WT,92575,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,2,BraTS20_Training_157.nii.gz,TC,50077,,both_nonempty,finite,1.7320508075688772
SegMamba_150epochs,2,BraTS20_Training_157.nii.gz,ET,42558,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_160.nii.gz,WT,127812,,both_nonempty,finite,3.7416573867739413
SegMamba_150epochs,2,BraTS20_Training_160.nii.gz,TC,82014,,both_nonempty,finite,5.0990195135927845
SegMamba_150epochs,2,BraTS20_Training_160.nii.gz,ET,33404,,both_nonempty,finite,3.0
SegMamba_150epochs,2,BraTS20_Training_163.nii.gz,WT,154508,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_163.nii.gz,TC,70505,,both_nonempty,finite,2.0
SegMamba_150epochs,2,BraTS20_Training_163.nii.gz,ET,45111,,both_nonempty,finite,2.0
SegMamba_150epochs,2,BraTS20_Training_180.nii.gz,WT,162623,,both_nonempty,finite,45.628938186199335
SegMamba_150epochs,2,BraTS20_Training_180.nii.gz,TC,79535,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_180.nii.gz,ET,63709,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_182.nii.gz,WT,42233,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,2,BraTS20_Training_182.nii.gz,TC,11281,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_182.nii.gz,ET,9134,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_188.nii.gz,WT,67704,,both_nonempty,finite,5.656854249492381
SegMamba_150epochs,2,BraTS20_Training_188.nii.gz,TC,8648,,both_nonempty,finite,2.8284271247461903
SegMamba_150epochs,2,BraTS20_Training_188.nii.gz,ET,6929,,both_nonempty,finite,2.0
SegMamba_150epochs,2,BraTS20_Training_189.nii.gz,WT,97135,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,2,BraTS20_Training_189.nii.gz,TC,28526,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_189.nii.gz,ET,22125,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_196.nii.gz,WT,168187,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_196.nii.gz,TC,45124,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_196.nii.gz,ET,38840,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_199.nii.gz,WT,81847,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_199.nii.gz,TC,37146,,both_nonempty,finite,1.7320508075688772
SegMamba_150epochs,2,BraTS20_Training_199.nii.gz,ET,33532,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_206.nii.gz,WT,23456,,both_nonempty,finite,4.898979485566356
SegMamba_150epochs,2,BraTS20_Training_206.nii.gz,TC,5415,,both_nonempty,finite,4.123105625617661
SegMamba_150epochs,2,BraTS20_Training_206.nii.gz,ET,5096,,both_nonempty,finite,2.449489742783178
SegMamba_150epochs,2,BraTS20_Training_221.nii.gz,WT,161557,,both_nonempty,finite,1.7320508075688772
SegMamba_150epochs,2,BraTS20_Training_221.nii.gz,TC,86271,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,2,BraTS20_Training_221.nii.gz,ET,68592,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_222.nii.gz,WT,30490,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_222.nii.gz,TC,10896,,both_nonempty,finite,2.0
SegMamba_150epochs,2,BraTS20_Training_222.nii.gz,ET,8609,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_231.nii.gz,WT,132171,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_231.nii.gz,TC,45006,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_231.nii.gz,ET,40450,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_235.nii.gz,WT,200621,,both_nonempty,finite,2.0
SegMamba_150epochs,2,BraTS20_Training_235.nii.gz,TC,117104,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_235.nii.gz,ET,65092,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_239.nii.gz,WT,75085,,both_nonempty,finite,3.7416573867739413
SegMamba_150epochs,2,BraTS20_Training_239.nii.gz,TC,17927,,both_nonempty,finite,5.916079783099616
SegMamba_150epochs,2,BraTS20_Training_239.nii.gz,ET,7337,,both_nonempty,finite,3.605551275463989
SegMamba_150epochs,2,BraTS20_Training_247.nii.gz,WT,138051,,both_nonempty,finite,3.605551275463989
SegMamba_150epochs,2,BraTS20_Training_247.nii.gz,TC,84354,,both_nonempty,finite,2.0
SegMamba_150epochs,2,BraTS20_Training_247.nii.gz,ET,52126,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_250.nii.gz,WT,73791,,both_nonempty,finite,3.605551275463989
SegMamba_150epochs,2,BraTS20_Training_250.nii.gz,TC,3265,,both_nonempty,finite,4.898979485566356
SegMamba_150epochs,2,BraTS20_Training_250.nii.gz,ET,3218,,both_nonempty,finite,1.7320508075688772
SegMamba_150epochs,2,BraTS20_Training_257.nii.gz,WT,82023,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_257.nii.gz,TC,12453,,both_nonempty,finite,18.893119559512257
SegMamba_150epochs,2,BraTS20_Training_257.nii.gz,ET,10930,,both_nonempty,finite,4.123105625617661
SegMamba_150epochs,2,BraTS20_Training_263.nii.gz,WT,30441,,both_nonempty,finite,4.123105625617661
SegMamba_150epochs,2,BraTS20_Training_263.nii.gz,TC,4487,,both_nonempty,finite,16.186414056238647
SegMamba_150epochs,2,BraTS20_Training_263.nii.gz,ET,0,,gt_empty_pred_nonempty,inf,
SegMamba_150epochs,2,BraTS20_Training_270.nii.gz,WT,148380,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_270.nii.gz,TC,68250,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_270.nii.gz,ET,60285,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_271.nii.gz,WT,51173,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_271.nii.gz,TC,23413,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_271.nii.gz,ET,224,,both_nonempty,finite,17.064498915993155
SegMamba_150epochs,2,BraTS20_Training_273.nii.gz,WT,230882,,both_nonempty,finite,6.708203932499369
SegMamba_150epochs,2,BraTS20_Training_273.nii.gz,TC,112063,,both_nonempty,finite,4.58257569495584
SegMamba_150epochs,2,BraTS20_Training_273.nii.gz,ET,1276,,both_nonempty,finite,9.219544457292887
SegMamba_150epochs,2,BraTS20_Training_275.nii.gz,WT,34700,,both_nonempty,finite,63.318243737675566
SegMamba_150epochs,2,BraTS20_Training_275.nii.gz,TC,10557,,both_nonempty,finite,56.19608527290847
SegMamba_150epochs,2,BraTS20_Training_275.nii.gz,ET,0,,both_empty,nan,
SegMamba_150epochs,2,BraTS20_Training_276.nii.gz,WT,56512,,both_nonempty,finite,2.449489742783178
SegMamba_150epochs,2,BraTS20_Training_276.nii.gz,TC,4076,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_276.nii.gz,ET,2575,,both_nonempty,finite,1.5254565981914454
SegMamba_150epochs,2,BraTS20_Training_285.nii.gz,WT,113289,,both_nonempty,finite,5.744562646538029
SegMamba_150epochs,2,BraTS20_Training_285.nii.gz,TC,82169,,both_nonempty,finite,4.898979485566356
SegMamba_150epochs,2,BraTS20_Training_285.nii.gz,ET,7613,,both_nonempty,finite,3.7416573867739413
SegMamba_150epochs,2,BraTS20_Training_293.nii.gz,WT,298075,,both_nonempty,finite,5.830951894845301
SegMamba_150epochs,2,BraTS20_Training_293.nii.gz,TC,119423,,both_nonempty,finite,10.0
SegMamba_150epochs,2,BraTS20_Training_293.nii.gz,ET,39301,,both_nonempty,finite,5.0990195135927845
SegMamba_150epochs,2,BraTS20_Training_300.nii.gz,WT,95449,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,2,BraTS20_Training_300.nii.gz,TC,67018,,both_nonempty,finite,8.774964387392123
SegMamba_150epochs,2,BraTS20_Training_300.nii.gz,ET,1072,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_301.nii.gz,WT,173216,,both_nonempty,finite,3.605551275463989
SegMamba_150epochs,2,BraTS20_Training_301.nii.gz,TC,57430,,both_nonempty,finite,9.0
SegMamba_150epochs,2,BraTS20_Training_301.nii.gz,ET,3873,,both_nonempty,finite,5.0
SegMamba_150epochs,2,BraTS20_Training_307.nii.gz,WT,147787,,both_nonempty,finite,4.123105625617661
SegMamba_150epochs,2,BraTS20_Training_307.nii.gz,TC,94205,,both_nonempty,finite,4.358898943540674
SegMamba_150epochs,2,BraTS20_Training_307.nii.gz,ET,32,,both_nonempty,finite,15.188091244404314
SegMamba_150epochs,2,BraTS20_Training_312.nii.gz,WT,158539,,both_nonempty,finite,3.1622776601683795
SegMamba_150epochs,2,BraTS20_Training_312.nii.gz,TC,65330,,both_nonempty,finite,16.0312195418814
SegMamba_150epochs,2,BraTS20_Training_312.nii.gz,ET,0,,gt_empty_pred_nonempty,inf,
SegMamba_150epochs,2,BraTS20_Training_317.nii.gz,WT,20725,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_317.nii.gz,TC,6499,,both_nonempty,finite,3.0
SegMamba_150epochs,2,BraTS20_Training_317.nii.gz,ET,3794,,both_nonempty,finite,2.0
SegMamba_150epochs,2,BraTS20_Training_320.nii.gz,WT,37466,,both_nonempty,finite,11.39516361708269
SegMamba_150epochs,2,BraTS20_Training_320.nii.gz,TC,10330,,both_nonempty,finite,1.7320508075688772
SegMamba_150epochs,2,BraTS20_Training_320.nii.gz,ET,8358,,both_nonempty,finite,2.0
SegMamba_150epochs,2,BraTS20_Training_321.nii.gz,WT,65338,,both_nonempty,finite,2.0
SegMamba_150epochs,2,BraTS20_Training_321.nii.gz,TC,28605,,both_nonempty,finite,6.0
SegMamba_150epochs,2,BraTS20_Training_321.nii.gz,ET,0,,both_empty,nan,
SegMamba_150epochs,2,BraTS20_Training_322.nii.gz,WT,87527,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_322.nii.gz,TC,62120,,both_nonempty,finite,3.1622776601683795
SegMamba_150epochs,2,BraTS20_Training_322.nii.gz,ET,119,,both_nonempty,finite,20.298689116144548
SegMamba_150epochs,2,BraTS20_Training_326.nii.gz,WT,125353,,both_nonempty,finite,4.58257569495584
SegMamba_150epochs,2,BraTS20_Training_326.nii.gz,TC,125353,,both_nonempty,finite,13.674794331177344
SegMamba_150epochs,2,BraTS20_Training_326.nii.gz,ET,1194,,both_nonempty,finite,11.357816691600547
SegMamba_150epochs,2,BraTS20_Training_334.nii.gz,WT,151508,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_334.nii.gz,TC,12769,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_334.nii.gz,ET,11757,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_346.nii.gz,WT,78584,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_346.nii.gz,TC,67871,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_346.nii.gz,ET,28376,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_347.nii.gz,WT,111614,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_347.nii.gz,TC,32541,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_347.nii.gz,ET,24882,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_350.nii.gz,WT,107675,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_350.nii.gz,TC,49376,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_350.nii.gz,ET,38973,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_351.nii.gz,WT,98996,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_351.nii.gz,TC,19414,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_351.nii.gz,ET,16124,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_354.nii.gz,WT,170299,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_354.nii.gz,TC,98081,,both_nonempty,finite,1.7320508075688772
SegMamba_150epochs,2,BraTS20_Training_354.nii.gz,ET,60230,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_356.nii.gz,WT,42643,,both_nonempty,finite,65.11604939297351
SegMamba_150epochs,2,BraTS20_Training_356.nii.gz,TC,30932,,both_nonempty,finite,1.7320508075688772
SegMamba_150epochs,2,BraTS20_Training_356.nii.gz,ET,20127,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_361.nii.gz,WT,78549,,both_nonempty,finite,3.1622776601683795
SegMamba_150epochs,2,BraTS20_Training_361.nii.gz,TC,3240,,both_nonempty,finite,26.476404589747453
SegMamba_150epochs,2,BraTS20_Training_361.nii.gz,ET,282,,both_nonempty,finite,47.0929928849434
SegMamba_150epochs,2,BraTS20_Training_362.nii.gz,WT,158381,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_362.nii.gz,TC,59926,,both_nonempty,finite,2.0
SegMamba_150epochs,2,BraTS20_Training_362.nii.gz,ET,39129,,both_nonempty,finite,1.0
SegMamba_150epochs,2,BraTS20_Training_364.nii.gz,WT,98011,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,2,BraTS20_Training_364.nii.gz,TC,50150,,both_nonempty,finite,2.449489742783178
SegMamba_150epochs,2,BraTS20_Training_364.nii.gz,ET,30508,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,3,BraTS20_Training_003.nii.gz,WT,29807,,both_nonempty,finite,5.385164807134504
SegMamba_150epochs,3,BraTS20_Training_003.nii.gz,TC,3731,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_003.nii.gz,ET,2998,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,3,BraTS20_Training_007.nii.gz,WT,39772,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,3,BraTS20_Training_007.nii.gz,TC,9557,,both_nonempty,finite,8.602325267042627
SegMamba_150epochs,3,BraTS20_Training_007.nii.gz,ET,6159,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_014.nii.gz,WT,80396,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,3,BraTS20_Training_014.nii.gz,TC,27568,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,3,BraTS20_Training_014.nii.gz,ET,18255,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_025.nii.gz,WT,73437,,both_nonempty,finite,2.449489742783178
SegMamba_150epochs,3,BraTS20_Training_025.nii.gz,TC,36909,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_025.nii.gz,ET,17433,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_033.nii.gz,WT,122656,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,3,BraTS20_Training_033.nii.gz,TC,24355,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,3,BraTS20_Training_033.nii.gz,ET,16009,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_052.nii.gz,WT,45951,,both_nonempty,finite,1.7320508075688772
SegMamba_150epochs,3,BraTS20_Training_052.nii.gz,TC,16886,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_052.nii.gz,ET,10897,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_062.nii.gz,WT,142132,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,3,BraTS20_Training_062.nii.gz,TC,50151,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_062.nii.gz,ET,30143,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_066.nii.gz,WT,59246,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,3,BraTS20_Training_066.nii.gz,TC,15461,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,3,BraTS20_Training_066.nii.gz,ET,8665,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_070.nii.gz,WT,57830,,both_nonempty,finite,2.449489742783178
SegMamba_150epochs,3,BraTS20_Training_070.nii.gz,TC,35286,,both_nonempty,finite,3.7416573867739413
SegMamba_150epochs,3,BraTS20_Training_070.nii.gz,ET,12743,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,3,BraTS20_Training_079.nii.gz,WT,7285,,both_nonempty,finite,2.449489742783178
SegMamba_150epochs,3,BraTS20_Training_079.nii.gz,TC,3609,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,3,BraTS20_Training_079.nii.gz,ET,1470,,both_nonempty,finite,3.605551275463989
SegMamba_150epochs,3,BraTS20_Training_080.nii.gz,WT,43464,,both_nonempty,finite,2.0
SegMamba_150epochs,3,BraTS20_Training_080.nii.gz,TC,10560,,both_nonempty,finite,3.1622776601683795
SegMamba_150epochs,3,BraTS20_Training_080.nii.gz,ET,6688,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,3,BraTS20_Training_085.nii.gz,WT,36221,,both_nonempty,finite,2.0
SegMamba_150epochs,3,BraTS20_Training_085.nii.gz,TC,7813,,both_nonempty,finite,3.605551275463989
SegMamba_150epochs,3,BraTS20_Training_085.nii.gz,ET,3691,,both_nonempty,finite,4.58257569495584
SegMamba_150epochs,3,BraTS20_Training_087.nii.gz,WT,26806,,both_nonempty,finite,8.54400374531753
SegMamba_150epochs,3,BraTS20_Training_087.nii.gz,TC,7516,,both_nonempty,finite,5.830951894845301
SegMamba_150epochs,3,BraTS20_Training_087.nii.gz,ET,406,,both_nonempty,finite,9.1104335791443
SegMamba_150epochs,3,BraTS20_Training_095.nii.gz,WT,103768,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_095.nii.gz,TC,33378,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,3,BraTS20_Training_095.nii.gz,ET,18549,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,3,BraTS20_Training_097.nii.gz,WT,79531,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,3,BraTS20_Training_097.nii.gz,TC,61963,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_097.nii.gz,ET,37193,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_099.nii.gz,WT,7513,,both_nonempty,finite,4.898979485566356
SegMamba_150epochs,3,BraTS20_Training_099.nii.gz,TC,1238,,both_nonempty,finite,9.36181794560419
SegMamba_150epochs,3,BraTS20_Training_099.nii.gz,ET,1238,,both_nonempty,finite,9.36181794560419
SegMamba_150epochs,3,BraTS20_Training_103.nii.gz,WT,58208,,both_nonempty,finite,4.0
SegMamba_150epochs,3,BraTS20_Training_103.nii.gz,TC,51228,,both_nonempty,finite,2.449489742783178
SegMamba_150epochs,3,BraTS20_Training_103.nii.gz,ET,37271,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_110.nii.gz,WT,15762,,both_nonempty,finite,4.47213595499958
SegMamba_150epochs,3,BraTS20_Training_110.nii.gz,TC,2872,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_110.nii.gz,ET,2786,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_112.nii.gz,WT,170359,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_112.nii.gz,TC,68462,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_112.nii.gz,ET,48172,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_117.nii.gz,WT,78134,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_117.nii.gz,TC,12700,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_117.nii.gz,ET,9819,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_122.nii.gz,WT,16585,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_122.nii.gz,TC,5674,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_122.nii.gz,ET,3611,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_126.nii.gz,WT,38000,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,3,BraTS20_Training_126.nii.gz,TC,19712,,both_nonempty,finite,2.0
SegMamba_150epochs,3,BraTS20_Training_126.nii.gz,ET,16152,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_127.nii.gz,WT,43568,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_127.nii.gz,TC,6360,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_127.nii.gz,ET,6204,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_132.nii.gz,WT,173928,,both_nonempty,finite,5.0
SegMamba_150epochs,3,BraTS20_Training_132.nii.gz,TC,25664,,both_nonempty,finite,2.0
SegMamba_150epochs,3,BraTS20_Training_132.nii.gz,ET,21250,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,3,BraTS20_Training_140.nii.gz,WT,137301,,both_nonempty,finite,1.7320508075688772
SegMamba_150epochs,3,BraTS20_Training_140.nii.gz,TC,46495,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,3,BraTS20_Training_140.nii.gz,ET,26264,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_154.nii.gz,WT,94086,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_154.nii.gz,TC,62211,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_154.nii.gz,ET,32363,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_164.nii.gz,WT,125370,,both_nonempty,finite,10.0
SegMamba_150epochs,3,BraTS20_Training_164.nii.gz,TC,56563,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,3,BraTS20_Training_164.nii.gz,ET,43375,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_168.nii.gz,WT,163378,,both_nonempty,finite,2.8284271247461903
SegMamba_150epochs,3,BraTS20_Training_168.nii.gz,TC,101553,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,3,BraTS20_Training_168.nii.gz,ET,74539,,both_nonempty,finite,2.0
SegMamba_150epochs,3,BraTS20_Training_170.nii.gz,WT,99859,,both_nonempty,finite,1.7320508075688772
SegMamba_150epochs,3,BraTS20_Training_170.nii.gz,TC,25202,,both_nonempty,finite,1.7320508075688772
SegMamba_150epochs,3,BraTS20_Training_170.nii.gz,ET,13224,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_171.nii.gz,WT,146494,,both_nonempty,finite,7.211102550927978
SegMamba_150epochs,3,BraTS20_Training_171.nii.gz,TC,70168,,both_nonempty,finite,9.38083151964686
SegMamba_150epochs,3,BraTS20_Training_171.nii.gz,ET,16944,,both_nonempty,finite,2.0
SegMamba_150epochs,3,BraTS20_Training_177.nii.gz,WT,12952,,both_nonempty,finite,21.213203435596427
SegMamba_150epochs,3,BraTS20_Training_177.nii.gz,TC,1241,,both_nonempty,finite,9.797958971132712
SegMamba_150epochs,3,BraTS20_Training_177.nii.gz,ET,1037,,both_nonempty,finite,9.899494936611665
SegMamba_150epochs,3,BraTS20_Training_184.nii.gz,WT,122929,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,3,BraTS20_Training_184.nii.gz,TC,42503,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_184.nii.gz,ET,26938,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_193.nii.gz,WT,130288,,both_nonempty,finite,51.34199061197374
SegMamba_150epochs,3,BraTS20_Training_193.nii.gz,TC,53790,,both_nonempty,finite,61.014342472960045
SegMamba_150epochs,3,BraTS20_Training_193.nii.gz,ET,29915,,both_nonempty,finite,61.69278726074872
SegMamba_150epochs,3,BraTS20_Training_194.nii.gz,WT,99624,,both_nonempty,finite,1.7320508075688772
SegMamba_150epochs,3,BraTS20_Training_194.nii.gz,TC,77990,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_194.nii.gz,ET,38724,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_195.nii.gz,WT,50735,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,3,BraTS20_Training_195.nii.gz,TC,32325,,both_nonempty,finite,2.449489742783178
SegMamba_150epochs,3,BraTS20_Training_195.nii.gz,ET,21184,,both_nonempty,finite,1.7320508075688772
SegMamba_150epochs,3,BraTS20_Training_200.nii.gz,WT,44798,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_200.nii.gz,TC,4664,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_200.nii.gz,ET,4539,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,3,BraTS20_Training_201.nii.gz,WT,175302,,both_nonempty,finite,1.0
SegMamba_150epochs,3,BraTS20_Training_201.nii.gz,TC,42239,,both_nonempty,finite,1.4142135623730951
